"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH41","Pordenone",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH42","Udine",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH43","Gorizia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH51","Piacenza",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH52","Parma",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH53","Reggio nell'Emilia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH54","Modena",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH55","Bologna",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH56","Ferrara",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH57","Ravenna",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH58","Forlì-Cesena",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH59","Rimini",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITI16","Livorno",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITI17","Pisa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITI32","Ancona",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITI33","Macerata",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","MEG125351","Bar",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","MEG125355","Cetinje",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","MEG125365","Podgorica",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","MK003","Jugozapaden",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","MK008","Skopski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","PSG13403","Tubas",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","PSG191","Gaza Strip",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","PT150","Algarve",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO111","Bihor",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO112","Bistrita-Nasaud",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO113","Cluj",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO115","Satu Mare",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO121","Alba",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO122","Brasov",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO123","Covasna",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO124","Harghita",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO125","Mures",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO126","Sibiu",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO211","Bacau",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO212","Botosani",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO213","Iasi",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO214","Neamt",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO215","Suceava",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO216","Vaslui",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO221","Braila",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO222","Buzau",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO223","Constanta",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO224","Galati",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO225","Tulcea",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO226","Vrancea",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO311","Arges",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO312","Calarasi",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO313","Dambovita",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO314","Giurgiu",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO315","Ialomita",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO316","Prahova",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO317","Teleorman",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO321","Bucuresti",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO322","Ilfov",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO411","Dolj",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO413","Mehedinti",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO414","Olt",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO415","Valcea",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO422","Caras-Severin",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RO423","Hunedoara",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125371","Borski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125372","Branicevski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125373","Grad Beograd",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125375","Juzno-backi",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125376","Juzno-banatski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125377","Kolubarski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125381","Macvanski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125383","Nisavski",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","RSG125384","Pcinjski",3.000000000,"Cases reported during 2011–2017"
